"YYYYMM","ISO3","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201811,"PRT",0.911361,2.042133,0.953334,
201812,"PRT",0.988748,2.158992,0.858817,
201901,"PRT",0.964953,2.081101,1.004325,
201902,"PRT",0.600747,1.869971,0.814664,
201903,"PRT",0.576013,2.142008,0.801497,
201904,"PRT",0.526146,2.270470,0.914376,
201905,"PRT",0.346245,2.363352,1.043283,
201906,"PRT",0.537790,2.139975,1.106799,
201907,"PRT",0.749938,2.429592,1.181213,
201908,"PRT",0.111095,2.280293,1.064192,
201909,"PRT",0.054849,2.037385,1.063452,
201910,"PRT",0.298101,2.257642,1.151921,
201911,"PRT",0.144761,2.197770,1.046291,
201912,"PRT",0.115783,2.137289,0.933066,
202001,"PRT",0.133477,2.154662,1.273397,
202002,"PRT",0.030863,2.012840,1.034111,
202003,"PRT",0.017702,1.832282,1.011694,
202004,"PRT",0.003105,1.289776,0.723365,
202005,"PRT",0.022595,1.687276,0.738656,
202006,"PRT",0.011311,1.830961,0.702488,
202007,"PRT",0.103704,2.156968,0.750721,
202008,"PRT",0.374526,2.142493,1.234108,
202009,"PRT",0.595955,2.071363,1.293275,
202010,"PRT",0.250348,2.157213,1.175380,
202011,"PRT",0.631013,1.821507,1.131754,
202012,"PRT",0.242445,2.050749,0.942707,
202101,"PRT",0.244056,1.703390,1.094640,
202102,"PRT",0.039625,1.568386,0.736464,
202103,"PRT",0.045335,1.791759,0.992685,
202104,"PRT",0.177698,1.969810,1.091129,
202105,"PRT",0.050708,2.062518,0.729700,
202106,"PRT",0.055257,2.006674,1.076120,
202107,"PRT",0.105994,2.024850,0.899768,
202108,"PRT",0.052086,2.163713,0.910376,
202109,"PRT",0.090878,2.042036,1.062279,
202110,"PRT",0.060960,2.097885,0.971922,
202111,"PRT",0.111825,2.211984,1.068405,
202112,"PRT",0.003444,2.174052,0.943140,
202201,"PRT",0.031760,1.814605,1.093069,
202202,"PRT",0.023715,1.903518,0.917803,
202203,"PRT",0.026434,2.217562,0.987655,
202204,"PRT",0.030135,1.802450,0.845314,
202205,"PRT",0.018173,2.622528,0.922215,
202206,"PRT",0.019564,2.019552,0.996886,
202207,"PRT",0.010759,2.133102,1.025256,
202208,"PRT",0.012432,2.641494,0.976322,
202209,"PRT",0.018673,2.104223,0.939203,
202210,"PRT",0.012861,1.936354,0.915513,
202211,"PRT",0.022725,1.830431,0.968292,
202212,"PRT",0.017176,1.889094,0.769189,
202301,"PRT",0.014377,2.075523,0.683199,
202302,"PRT",0.006109,1.887472,0.849491,
202303,"PRT",0.011684,2.313411,0.701519,
202304,"PRT",0.006974,2.080249,0.600276,
202305,"PRT",0.018600,2.316306,0.606237,
202306,"PRT",0.018142,1.974620,0.772752,
202307,"PRT",0.005056,2.310550,0.819373,
202308,"PRT",0.004497,2.101800,0.724820,
202309,"PRT",0.007356,1.999520,0.781723,
202310,"PRT",0.011967,2.155830,0.631497,
202311,"PRT",0.011871,1.974659,0.632386,
202312,"PRT",0.016280,2.056937,0.646435,
202401,"PRT",0.005196,1.953102,0.721656,
202402,"PRT",0.008886,1.875456,0.651118,
202403,"PRT",0.010332,1.676757,0.599134,
202404,"PRT",0.010346,2.213891,0.486163,
202405,"PRT",0.006791,2.212473,0.480364,
202406,"PRT",0.007251,2.066502,0.458842,
202407,"PRT",0.011475,2.289325,0.530911,
202408,"PRT",0.003241,2.271783,0.501986,
202409,"PRT",0.011088,2.043809,0.565300,
202410,"PRT",0.007235,2.225704,0.585419,
202411,"PRT",0.005545,2.069214,0.621956,
202412,"PRT",0.008972,2.110764,0.699998,
202501,"PRT",0.006840,1.885218,0.784193,
202502,"PRT",0.009428,1.872986,0.555871,
202503,"PRT",0.012463,2.027957,0.648142,
202504,"PRT",0.008623,2.024139,0.508210,
202505,"PRT",0.009959,2.237160,0.667558,
202506,"PRT",0.007274,2.148077,0.591638,
202507,"PRT",0.004579,2.271751,0.634670,
202508,"PRT",0.003048,2.150600,0.592814,
202509,"PRT",0.004124,2.079500,0.666495,
202510,"PRT",0.005216,2.305955,0.695162,
202511,"PRT",0.004763,1.911832,0.692856,
202512,"PRT",0.003982,2.115527,0.668208,
202601,"PRT",0.005443,2.013616,0.771216,
202602,"PRT",0.006921,1.900373,0.782135,
202603,"PRT",0.008560,2.310866,0.691056,
202604,"PRT",0.008458,1.970500,0.587128,
202605,"PRT",0.008958,2.049885,0.574638,
202606,"PRT",0.006958,2.284208,0.550671,
202607,"PRT",,,0.587284,
202608,"PRT",,,0.522471,
202609,"PRT",,,,
202610,"PRT",,,,
202611,"PRT",,,,
202612,"PRT",,,,
200801,"ROU",2.763098,2.216475,3.349208,
200802,"ROU",3.304822,2.138837,2.581979,
200803,"ROU",3.287920,2.331421,2.705864,
200804,"ROU",2.707545,2.264834,2.387545,
200805,"ROU",2.987617,2.190961,2.395000,
200806,"ROU",2.926931,2.150260,2.106952,
200807,"ROU",3.524686,2.342875,2.279921,
200808,"ROU",2.787901,2.558102,2.270815,
200809,"ROU",3.008220,2.636382,2.199365,
200810,"ROU",3.280293,2.574822,1.881196,
200811,"ROU",2.511057,2.455706,1.904562,
200812,"ROU",2.400442,2.298570,1.952045,
200901,"ROU",2.458561,2.040731,3.015384,
200902,"ROU",1.927767,1.552395,2.755062,
200903,"ROU",2.598278,2.109899,2.663328,
200904,"ROU",1.912703,2.322401,2.035292,
200905,"ROU",2.294052,2.123430,1.693133,
200906,"ROU",2.071081,1.869910,1.609421,
200907,"ROU",1.994742,2.062598,2.417819,
200908,"ROU",2.653742,2.240474,2.891951,
200909,"ROU",2.833394,2.261947,2.697550,
200910,"ROU",3.184358,2.264075,2.552703,
200911,"ROU",2.595870,2.125186,3.017649,
200912,"ROU",2.093237,2.083183,4.026400,
201001,"ROU",1.902309,1.500248,2.685907,
201002,"ROU",2.333240,1.479968,2.458270,
201003,"ROU",2.267731,1.944159,2.530587,
201004,"ROU",1.797198,1.684440,1.955845,
201005,"ROU",2.097824,2.097774,1.696103,
201006,"ROU",2.253808,1.856960,1.576450,
201007,"ROU",2.241345,1.951718,1.202537,
201008,"ROU",2.415283,2.259087,1.213411,
201009,"ROU",2.571819,2.471608,1.794714,
201010,"ROU",2.668064,1.952323,2.127148,
201011,"ROU",2.562161,2.307628,2.138302,
201012,"ROU",1.902481,2.285698,2.707841,
201101,"ROU",2.297863,1.484832,2.620123,
201102,"ROU",2.157252,1.504954,2.785985,
201103,"ROU",2.754633,1.905469,2.476472,
201104,"ROU",2.352410,1.988060,1.940123,
201105,"ROU",2.226746,2.168848,2.285757,
201106,"ROU",2.419612,2.139786,2.096015,
201107,"ROU",2.358586,2.218463,1.210322,
201108,"ROU",2.554237,2.332382,1.105343,
201109,"ROU",2.503892,2.313255,1.395102,
201110,"ROU",2.557923,2.265298,1.793875,
201111,"ROU",2.843259,2.176668,2.405991,
201112,"ROU",2.695468,2.078628,2.506705,
201201,"ROU",2.399609,1.581544,2.370829,
201202,"ROU",2.123733,1.558140,2.743631,
201203,"ROU",2.950696,2.039682,2.294720,
201204,"ROU",2.071847,2.249398,2.021978,
201205,"ROU",2.099873,2.255072,2.027863,
201206,"ROU",2.170207,1.794808,1.781744,
201207,"ROU",2.446622,2.532139,1.120081,
201208,"ROU",2.451533,2.278835,1.321695,
201209,"ROU",2.544875,2.399331,1.353026,
201210,"ROU",2.510924,2.449555,1.658050,
201211,"ROU",2.524775,2.122613,2.126339,
201212,"ROU",2.217651,2.175290,2.616994,
201301,"ROU",2.404854,1.483275,2.731067,
201302,"ROU",1.698167,1.666887,2.377309,
201303,"ROU",2.027617,1.450773,2.202507,
201304,"ROU",1.691163,2.105134,1.585177,
201305,"ROU",1.220070,2.034113,1.406587,
201306,"ROU",1.400460,1.919175,1.251866,
201307,"ROU",1.712840,2.373152,1.344516,
201308,"ROU",2.157206,2.104691,1.318319,
201309,"ROU",1.969800,2.286122,1.398600,
201310,"ROU",2.628768,2.412076,1.659616,
201311,"ROU",1.967545,2.166151,1.902286,
201312,"ROU",1.675628,1.987708,2.670959,
201401,"ROU",1.896011,1.345595,2.488930,
201402,"ROU",1.981028,1.907648,2.335609,
201403,"ROU",1.658190,2.333907,1.916131,
201404,"ROU",1.343186,1.840904,1.718209,
201405,"ROU",1.604574,1.980767,1.460897,
201406,"ROU",1.819894,1.519142,1.592361,
201407,"ROU",2.172256,2.360992,1.319183,
201408,"ROU",1.607843,2.286103,1.315954,
201409,"ROU",1.728350,2.616988,1.339261,
201410,"ROU",2.407132,2.368857,1.254691,
201411,"ROU",2.267289,2.079545,2.154817,
201412,"ROU",1.763479,2.000401,2.148358,
201501,"ROU",2.014726,1.847956,2.416722,
201502,"ROU",1.775123,1.742340,2.177053,
201503,"ROU",1.842431,2.031795,2.100893,
201504,"ROU",1.511568,1.886040,1.569689,
201505,"ROU",1.728730,2.159671,1.293883,
201506,"ROU",1.626217,1.955760,1.250490,
201507,"ROU",1.925270,2.265702,1.251754,
201508,"ROU",2.177872,2.227105,1.274878,
201509,"ROU",1.941247,2.257546,1.169883,
201510,"ROU",2.115543,2.346206,1.588788,
201511,"ROU",2.192721,2.036990,1.906630,
201512,"ROU",2.187495,2.079653,2.271376,
201601,"ROU",2.076372,1.807359,2.459627,
201602,"ROU",1.942724,1.983598,1.969090,
201603,"ROU",1.493144,2.237838,1.886506,
201604,"ROU",1.277946,2.232722,1.363983,
201605,"ROU",1.352576,2.169121,1.170231,
201606,"ROU",1.615693,1.797414,1.045552,
201607,"ROU",1.714791,2.370261,1.086867,
201608,"ROU",1.595582,2.422086,1.154238,
201609,"ROU",1.719949,2.297382,1.405619,
201610,"ROU",1.903451,2.311586,1.861874,
201611,"ROU",1.922381,2.150300,2.318036,
201612,"ROU",1.934969,2.031950,2.653976,
201701,"ROU",1.825145,2.055228,3.057616,
201702,"ROU",1.847402,1.782545,2.432040,
201703,"ROU",1.417319,2.042148,1.943252,
201704,"ROU",1.440621,2.221591,1.544335,
201705,"ROU",1.638827,2.319742,1.212527,
201706,"ROU",1.663980,2.371735,1.312042,
201707,"ROU",1.798269,2.368338,1.155288,
201708,"ROU",1.838388,2.942897,1.205767,
201709,"ROU",1.693922,2.606484,1.243085,
201710,"ROU",1.884241,2.359947,1.663231,
201711,"ROU",1.634062,2.294503,2.151117,
201712,"ROU",1.837821,2.437674,2.517674,
201801,"ROU",2.051169,2.337811,2.386021,
201802,"ROU",1.877264,1.989005,3.304003,
201803,"ROU",1.884346,2.260421,2.737734,
201804,"ROU",1.191176,1.891503,1.169049,
201805,"ROU",1.439726,2.070818,1.022146,
201806,"ROU",1.395376,2.318984,1.021908,
201807,"ROU",1.478210,2.851621,0.981593,
201808,"ROU",1.554046,2.658984,1.038025,
201809,"ROU",1.500467,2.520226,1.123885,
201810,"ROU",1.766008,2.841013,1.548004,
201811,"ROU",1.744772,2.048333,2.405560,
201812,"ROU",1.711875,2.484803,3.235923,
201901,"ROU",1.582057,2.034815,3.334823,
201902,"ROU",1.425685,2.081518,2.588245,
201903,"ROU",1.613411,2.239545,2.083094,
201904,"ROU",1.548550,2.498903,1.511606,
201905,"ROU",1.380605,2.144298,1.035335,
201906,"ROU",1.355755,2.448396,0.677877,
201907,"ROU",1.514500,2.702471,0.901595,
201908,"ROU",1.387500,2.689429,0.955787,
201909,"ROU",1.339213,2.741992,1.061341,
201910,"ROU",1.508447,2.755688,1.527877,
201911,"ROU",1.333080,2.317987,1.887699,
201912,"ROU",1.446685,2.231913,2.604331,
202001,"ROU",1.425149,2.225456,3.095129,
202002,"ROU",1.040551,2.418723,2.442743,
202003,"ROU",1.185250,2.394457,2.333242,
202004,"ROU",0.629598,1.397267,1.469746,
202005,"ROU",0.645488,2.167491,1.055046,
202006,"ROU",0.900667,2.310533,0.982870,
202007,"ROU",1.105862,2.598934,1.072119,
202008,"ROU",1.235648,2.675523,1.076048,
202009,"ROU",1.266588,2.467508,1.105045,
202010,"ROU",1.049021,2.880790,1.377806,
202011,"ROU",1.351018,2.451847,2.362256,
202012,"ROU",1.268258,2.524467,2.732080,
202101,"ROU",1.134007,2.212549,3.021783,
202102,"ROU",1.208873,1.745405,2.667162,
202103,"ROU",1.106541,2.523619,2.691406,
202104,"ROU",1.312165,2.148670,1.890159,
202105,"ROU",1.078492,2.804461,1.124615,
202106,"ROU",1.173909,2.622945,0.964707,
202107,"ROU",1.370893,2.481325,0.941126,
202108,"ROU",1.153191,3.189592,0.930519,
202109,"ROU",1.187964,2.782467,1.061211,
202110,"ROU",1.261846,2.524410,1.743320,
202111,"ROU",1.226096,2.850991,2.201405,
202112,"ROU",1.187980,2.440727,2.809929,
202201,"ROU",1.074654,2.461555,2.895023,
202202,"ROU",1.032686,2.379764,2.297168,
202203,"ROU",1.123319,2.694824,2.266159,
202204,"ROU",1.053674,2.114438,1.325316,
202205,"ROU",1.148297,2.890054,1.045480,
202206,"ROU",1.192550,2.252597,0.893786,
202207,"ROU",1.134702,2.870838,0.836582,
202208,"ROU",0.991620,2.702897,0.795615,
202209,"ROU",0.956559,3.051231,0.905161,
202210,"ROU",0.995164,2.629233,1.161634,
202211,"ROU",1.193187,2.663498,1.754958,
202212,"ROU",1.035728,2.824964,2.380094,
202301,"ROU",0.765952,2.505479,2.427245,
202302,"ROU",0.696077,2.515015,2.436696,
202303,"ROU",0.797354,2.676209,1.884215,
202304,"ROU",0.863377,2.431194,1.417618,
202305,"ROU",0.819463,2.426576,0.892515,
202306,"ROU",0.733149,2.299398,0.658681,
202307,"ROU",0.719308,2.928429,0.800102,
202308,"ROU",0.824712,3.188436,0.766732,
202309,"ROU",0.746540,2.741273,0.824557,
202310,"ROU",0.627979,2.699431,1.171167,
202311,"ROU",0.710960,2.661746,2.029825,
202312,"ROU",0.780106,3.161262,2.610902,
202401,"ROU",0.627396,2.125625,2.814754,
202402,"ROU",0.595782,2.491106,2.063450,
202403,"ROU",0.750015,2.646940,1.999226,
202404,"ROU",0.530941,2.727018,0.980863,
202405,"ROU",0.631861,2.622367,0.857497,
202406,"ROU",0.689775,3.415014,0.754879,
202407,"ROU",0.698271,2.895513,0.860367,
202408,"ROU",0.621084,2.838155,0.787674,
202409,"ROU",0.593052,2.880191,0.797460,
202410,"ROU",0.684813,2.838251,1.279635,
202411,"ROU",0.716639,3.108336,2.234291,
202412,"ROU",0.623184,2.944431,2.517912,
202501,"ROU",0.604874,2.225994,2.589356,
202502,"ROU",0.729237,2.077205,2.615629,
202503,"ROU",0.546174,2.761085,1.803142,
202504,"ROU",0.465247,2.625992,1.179604,
202505,"ROU",0.460445,2.552869,0.926196,
202506,"ROU",0.613065,2.640451,0.702687,
202507,"ROU",0.926024,3.464702,0.766627,
202508,"ROU",0.468870,2.695602,0.804154,
202509,"ROU",0.593110,2.796287,0.839561,
202510,"ROU",0.562255,2.867765,1.591215,
202511,"ROU",0.628364,2.553154,1.878289,
202512,"ROU",0.608090,3.244945,2.478332,
202601,"ROU",0.576379,1.877335,3.022391,
202602,"ROU",0.452139,2.187166,2.397158,
202603,"ROU",0.450430,2.228170,1.970103,
202604,"ROU",0.392869,2.486696,1.201922,
202605,"ROU",0.372922,2.640784,0.830097,
202606,"ROU",0.401784,2.775652,0.687055,
202607,"ROU",,,0.708761,
202608,"ROU",,,,
202609,"ROU",,,,
202610,"ROU",,,,
202611,"ROU",,,,
202612,"ROU",,,,
200801,"SVK",1.530511,0.762593,1.820455,
200802,"SVK",1.480015,0.725255,1.463013,
200803,"SVK",1.529284,0.744876,1.473059,
200804,"SVK",1.424814,0.716178,0.849923,
200805,"SVK",1.399494,0.801498,0.609815,
200806,"SVK",1.336857,0.819959,0.602211,
200807,"SVK",1.256491,0.852332,0.394573,
200808,"SVK",1.211308,0.857027,0.456460,
200809,"SVK",1.197800,0.871410,0.629353,
200810,"SVK",1.336957,0.859651,0.935287,
200811,"SVK",1.568714,0.744961,1.289010,
200812,"SVK",1.655885,0.747474,1.511801,
200901,"SVK",1.406607,0.651588,1.184593,
200902,"SVK",1.346876,0.606938,1.095015,
200903,"SVK",1.512438,0.599335,0.968096,
200904,"SVK",1.264730,0.744749,0.479048,
200905,"SVK",1.206733,0.752339,0.395136,
200906,"SVK",1.266005,0.796833,0.488319,
200907,"SVK",1.204338,0.808436,0.649575,
200908,"SVK",1.330169,0.840036,0.682024,
200909,"SVK",1.332230,0.816165,0.722327,
200910,"SVK",1.332601,0.824349,1.136950,
200911,"SVK",1.410377,0.743659,1.351815,
200912,"SVK",1.295501,0.706103,1.492770,
201001,"SVK",1.302491,0.560480,1.939543,
201002,"SVK",1.350386,0.642097,1.572999,
201003,"SVK",1.541826,0.761827,1.275456,
201004,"SVK",1.408137,0.796894,0.675500,
201005,"SVK",1.429571,0.656821,0.520640,
201006,"SVK",1.279214,0.823694,0.442661,
201007,"SVK",1.169005,0.887828,0.437838,
201008,"SVK",1.164503,0.881803,0.513716,
201009,"SVK",1.246893,0.799803,0.561993,
201010,"SVK",1.352471,0.820101,1.066971,
201011,"SVK",1.329748,0.807803,1.042378,
201012,"SVK",1.370987,0.795481,1.209320,
201101,"SVK",1.393942,0.629254,1.823961,
201102,"SVK",1.315634,0.615923,1.853037,
201103,"SVK",1.344078,0.701129,1.160721,
201104,"SVK",1.600740,0.745705,0.802027,
201105,"SVK",1.438445,0.722820,0.353841,
201106,"SVK",1.294943,0.738693,0.230219,
201107,"SVK",1.198907,0.694815,0.403541,
201108,"SVK",1.298200,0.793993,0.315667,
201109,"SVK",1.247402,0.792026,0.359139,
201110,"SVK",1.459626,0.812124,0.780069,
201111,"SVK",1.423066,0.780274,1.230276,
201112,"SVK",1.175922,0.728225,1.336792,
201201,"SVK",1.110475,0.696348,1.571376,
201202,"SVK",1.123005,0.701132,1.878161,
201203,"SVK",1.213609,0.787530,1.017863,
201204,"SVK",1.233614,0.649594,0.991390,
201205,"SVK",1.161715,0.652075,0.215773,
201206,"SVK",1.207679,0.754788,0.164101,
201207,"SVK",1.122772,0.812924,0.206771,
201208,"SVK",1.143696,0.840090,0.235217,
201209,"SVK",1.269968,0.736940,0.375682,
201210,"SVK",1.467471,0.832024,0.751281,
201211,"SVK",1.249194,0.775670,1.254642,
201212,"SVK",1.157746,0.767761,1.636449,
201301,"SVK",1.227655,0.657219,1.841424,
201302,"SVK",1.256878,0.683667,1.506491,
201303,"SVK",1.396175,0.704455,1.435304,
201304,"SVK",1.190351,0.696439,0.798848,
201305,"SVK",1.130537,0.745501,0.399259,
201306,"SVK",0.989033,0.655485,0.400857,
201307,"SVK",1.047634,0.825448,0.212575,
201308,"SVK",0.987729,0.775766,0.283010,
201309,"SVK",1.156627,0.779916,0.328730,
201310,"SVK",1.199290,0.818044,0.596610,
201311,"SVK",1.287602,0.823449,1.316706,
201312,"SVK",1.283458,0.707944,1.362190,
201401,"SVK",1.252327,0.672430,1.627154,
201402,"SVK",1.115015,0.644561,1.441732,
201403,"SVK",1.085730,0.716470,0.990487,
201404,"SVK",1.132902,0.750068,0.279605,
201405,"SVK",1.244590,0.665687,0.068385,
201406,"SVK",1.000978,0.751137,0.193845,
201407,"SVK",0.977767,0.770200,0.123399,
201408,"SVK",0.932992,0.782782,0.217582,
201409,"SVK",1.254265,0.772651,0.438934,
201410,"SVK",1.341384,0.739733,0.774790,
201411,"SVK",1.259861,0.733633,1.214372,
201412,"SVK",1.368059,0.752925,1.350611,
201501,"SVK",1.283106,0.577604,1.711707,
201502,"SVK",1.186588,0.754465,1.352586,
201503,"SVK",1.250656,0.890914,1.215699,
201504,"SVK",1.127328,0.885122,0.762090,
201505,"SVK",1.100379,0.778589,0.526022,
201506,"SVK",1.153632,0.895763,0.163005,
201507,"SVK",1.111446,0.722132,0.113714,
201508,"SVK",0.953838,0.822745,0.211498,
201509,"SVK",1.119279,0.850146,0.296646,
201510,"SVK",1.269647,0.757109,0.511290,
201511,"SVK",1.143476,0.824346,0.842195,
201512,"SVK",1.097273,0.775132,1.251007,
201601,"SVK",1.204701,0.729932,1.458991,
201602,"SVK",1.088310,0.769027,1.014668,
201603,"SVK",1.215465,0.783954,0.974905,
201604,"SVK",1.053404,0.765217,0.537366,
201605,"SVK",1.137821,0.825871,0.110127,
201606,"SVK",1.040529,0.961838,0.430210,
201607,"SVK",1.051958,0.862543,0.411641,
201608,"SVK",1.114328,0.897099,0.485571,
201609,"SVK",1.085216,0.876009,0.722711,
201610,"SVK",1.183498,0.795144,0.736527,
201611,"SVK",1.249125,0.781620,0.962377,
201612,"SVK",1.276474,0.851403,1.259632,
201701,"SVK",1.365362,0.743116,1.472206,
201702,"SVK",1.140208,0.681662,1.109425,
201703,"SVK",1.080488,0.925905,0.885208,
201704,"SVK",1.082082,0.764437,0.792883,
201705,"SVK",1.122429,0.786553,0.480466,
201706,"SVK",1.015592,0.874117,0.366040,
201707,"SVK",1.068797,0.840899,0.407696,
201708,"SVK",1.180534,0.935075,0.483725,
201709,"SVK",1.156637,0.838668,0.511835,
201710,"SVK",1.329477,0.937501,0.796906,
201711,"SVK",1.298743,0.850097,1.057432,
201712,"SVK",1.317945,0.833978,1.278136,
201801,"SVK",1.200265,0.712167,1.282688,
201802,"SVK",1.124652,0.734371,1.200509,
201803,"SVK",1.216491,0.817059,1.271306,
201804,"SVK",1.178255,0.829142,0.602276,
201805,"SVK",1.196294,0.928275,0.446534,
201806,"SVK",1.124085,0.902602,0.388078,
201807,"SVK",1.045117,0.882919,0.406535,
201808,"SVK",1.000848,0.900149,0.397333,
201809,"SVK",1.062921,0.807868,0.446906,
201810,"SVK",1.326360,0.955664,0.773656,
201811,"SVK",1.337906,0.864040,0.980779,
201812,"SVK",1.282166,0.792543,1.384335,
201901,"SVK",1.207666,0.797763,1.500792,
201902,"SVK",1.066976,0.766049,1.115196,
201903,"SVK",1.123971,0.890416,0.988622,
201904,"SVK",1.081480,0.858893,0.666286,
201905,"SVK",1.046966,0.867083,0.626889,
201906,"SVK",0.931637,0.894528,0.331125,
201907,"SVK",1.015821,0.912119,0.439967,
201908,"SVK",0.755604,0.922680,0.404197,
201909,"SVK",0.844869,0.882551,0.513550,
201910,"SVK",0.901249,0.897680,0.766595,
201911,"SVK",0.795033,0.781131,0.966087,
201912,"SVK",0.903028,0.747166,1.258683,
202001,"SVK",1.045426,0.770667,1.360322,
202002,"SVK",0.954994,0.777293,1.081859,
202003,"SVK",0.960572,0.720649,1.013096,
202004,"SVK",0.686059,0.635004,0.642065,
202005,"SVK",0.639501,0.726705,0.540513,
202006,"SVK",0.648182,0.809819,0.467168,
202007,"SVK",0.722249,0.889473,0.430010,
202008,"SVK",0.718278,0.883092,0.406111,
202009,"SVK",0.797787,0.870668,0.498466,
202010,"SVK",0.862088,0.842800,0.774372,
202011,"SVK",0.897437,0.806736,1.061510,
202012,"SVK",0.921208,0.775006,1.216882,
202101,"SVK",1.020836,0.631083,1.401874,
202102,"SVK",0.991986,0.660059,1.272334,
202103,"SVK",1.038250,0.791322,1.201682,
202104,"SVK",0.959283,0.811355,0.940224,
202105,"SVK",1.032885,0.856659,0.630780,
202106,"SVK",0.958171,0.916374,0.460677,
202107,"SVK",1.068467,0.985524,0.460650,
202108,"SVK",0.929927,0.916994,0.434597,
202109,"SVK",1.021004,0.905664,0.524243,
202110,"SVK",1.025773,0.929293,0.843716,
202111,"SVK",1.079926,0.931161,1.107133,
202112,"SVK",0.949790,0.791350,1.333099,
202201,"SVK",1.000078,0.717696,1.397459,
202202,"SVK",0.946904,0.704701,1.096014,
202203,"SVK",0.879106,0.968003,1.044859,
202204,"SVK",0.921264,0.869833,0.800830,
202205,"SVK",0.950833,0.946559,0.445669,
202206,"SVK",0.846476,0.880566,0.379491,
202207,"SVK",0.762997,0.800765,0.375537,
202208,"SVK",0.797430,0.878190,0.303481,
202209,"SVK",0.669733,0.898667,0.372330,
202210,"SVK",0.658000,0.949079,0.619210,
202211,"SVK",0.792913,0.867633,0.890888,
202212,"SVK",0.700037,0.861449,1.160625,
202301,"SVK",0.871980,0.846732,1.070794,
202302,"SVK",0.968925,0.764635,1.064255,
202303,"SVK",0.958925,0.850977,0.924655,
202304,"SVK",0.936632,0.775396,0.743923,
202305,"SVK",0.875943,0.877869,0.537406,
202306,"SVK",0.808069,0.852003,0.398554,
202307,"SVK",0.745785,0.908282,0.371484,
202308,"SVK",0.693910,0.905850,0.301164,
202309,"SVK",0.805661,0.817135,0.304115,
202310,"SVK",0.894669,0.915487,0.575631,
202311,"SVK",0.853891,0.838863,0.935819,
202312,"SVK",0.737306,0.749262,1.175534,
202401,"SVK",0.920110,0.728844,1.287815,
202402,"SVK",0.876449,0.645040,0.903134,
202403,"SVK",0.673945,0.726601,0.845107,
202404,"SVK",0.619215,0.881376,0.638970,
202405,"SVK",0.644288,0.881410,0.409380,
202406,"SVK",0.729457,0.813494,0.368418,
202407,"SVK",0.745611,0.952648,0.376014,
202408,"SVK",0.598735,0.942841,0.380468,
202409,"SVK",0.594337,0.776776,0.438838,
202410,"SVK",0.576336,0.835041,0.701587,
202411,"SVK",0.546953,0.843824,1.072270,
202412,"SVK",0.777581,0.838825,1.201619,
202501,"SVK",0.654434,0.746638,1.230668,
202502,"SVK",0.614672,0.758834,1.073249,
202503,"SVK",0.791890,0.812128,0.892382,
202504,"SVK",0.790188,0.876401,0.660823,
202505,"SVK",0.635584,0.878825,0.469236,
202506,"SVK",0.527388,0.883136,0.324891,
202507,"SVK",0.530010,0.962244,0.381714,
202508,"SVK",0.553220,0.893109,0.390903,
202509,"SVK",0.593161,0.904390,0.464171,
202510,"SVK",0.579661,0.927238,0.803233,
202511,"SVK",0.526013,0.859450,1.055338,
202512,"SVK",0.508882,0.828300,1.173832,
202601,"SVK",0.656801,0.799170,1.380082,
202602,"SVK",0.598320,0.756742,1.115129,
202603,"SVK",0.581406,0.911250,0.877794,
202604,"SVK",0.611680,0.873143,0.669142,
202605,"SVK",0.582948,0.829787,0.468771,
202606,"SVK",0.578608,0.917994,0.383384,
202607,"SVK",,,0.384544,
202608,"SVK",,,0.383480,
202609,"SVK",,,,
202610,"SVK",,,,
202611,"SVK",,,,
202612,"SVK",,,,
200801,"SVN",0.687235,0.731117,0.219591,
200802,"SVN",0.668768,0.708942,0.199484,
200803,"SVN",0.486736,0.683275,0.197647,
200804,"SVN",0.596219,0.533867,0.161056,
200805,"SVN",0.431335,0.823638,0.140900,
200806,"SVN",0.371977,0.620730,0.129928,
200807,"SVN",0.519713,0.684411,0.100636,
200808,"SVN",0.472226,0.695917,0.095174,
200809,"SVN",0.674044,0.882866,0.146410,
200810,"SVN",0.742635,0.868068,0.168355,
200811,"SVN",0.556647,0.793020,0.155546,
200812,"SVN",0.472226,0.764406,0.162893,
200901,"SVN",0.746497,0.769591,0.188272,
200902,"SVN",0.541146,0.627527,0.168336,
200903,"SVN",0.566976,0.709372,0.150264,
200904,"SVN",0.484319,0.620677,0.095953,
200905,"SVN",0.404245,0.601984,0.106806,
200906,"SVN",0.448157,0.534841,0.110439,
200907,"SVN",0.503692,0.582339,0.117658,
200908,"SVN",0.285425,0.557052,0.119475,
200909,"SVN",0.404245,0.643285,0.133961,
200910,"SVN",0.688379,0.719386,0.173786,
200911,"SVN",0.537271,0.570450,0.195492,
200912,"SVN",0.530814,0.639941,0.224464,
201001,"SVN",0.652520,0.644008,0.240981,
201002,"SVN",0.523421,0.594396,0.211312,
201003,"SVN",0.587019,0.664868,0.203919,
201004,"SVN",0.539956,0.640898,0.144579,
201005,"SVN",0.419120,0.256154,0.129744,
201006,"SVN",0.456637,0.671316,0.118630,
201007,"SVN",0.438199,0.607711,0.098263,
201008,"SVN",0.387950,0.632120,0.083428,
201009,"SVN",0.466812,0.722133,0.109475,
201010,"SVN",0.700224,0.779115,0.152119,
201011,"SVN",0.658249,0.718889,0.165093,
